"CONTEXT","INFERENCE","LABEL","CONTEXT_FROM","INFERENCE_FROM"
"A man wearing glasses is looking at an electronic device wile holding a lollipop.","A man has a lollipop and an electronic device.","5","snli","snli"
"People can be seen walking down a quaint city street, past colorful buildings and cafe customers sitting under parasols, with no cars in sight.","There are some food carts.","3","snli","snli"
"People sitting down in a shipyard with boats tied down in the background.","People standing in a shipyard.","3","snli","snli"
"A young baby wearing blue sleepwear has a pacifier in his mouth and is sleeping.","A young baby sleeping.","5","snli","snli"
"People are at an outdoor shopping bazaar walking and looking at merchandise.","People are outdoors and looking at various objects.","5","snli","snli"
"People are at an outdoor shopping bazaar walking and looking at merchandise .","The bazaar is a marketplace .","5","snli","joci"
"The scientist conducted an experiment.","She validated her theory.","3","copa","copa"
"A older lady is working with a mix master while two young boys stand next to her with aprons on helping her.","The lady has two young girls helping her.","2","snli","snli"
"Two women cook while a man looks on in disapproval.","The man is watching the women cook.","5","snli","snli"
"The student's answer on the exam was incorrect.","The teacher subtracted points off the student's grade.","4","copa","copa"
"A woman in a brown shirt and glasses looks at a diagram on a screen.","A woman works on her computer at the office.","3","snli","snli"
"Little boy standing next to a pillar with arms outstretched while his family sits along side .","The pillar is a supporter .","4","snli","joci"
"Jerry wanted to ask his neighbor out for a date","He got his friend to ask her out for him.","3","roc","roc"
"A line of men in white uniforms with pale blue flaps on their shoulders as well as some type of gold badge on their chest being scolded by a drill sergeant .","The flaps are a covering .","5","snli","joci"
"A woman is sanding a porch with an electric sander.","A woman relaxes on a sofa.","1","snli","snli"
"A woman and a man pose with Groucho Marx disguises .","The disguises are a concealment .","3","snli","joci"
"Four musicians, wearing Scottish garments, are playing instruments on the street- two accordion, one horn, and one clarinet.","The musicians are eating lunch.","3","snli","snli"
"A group of youths march down the street waving flags showing the color spectrum.","The youth are sleeping.","1","snli","snli"
"Gina 's mother was not happy about bringing her a spare key","Her mother calmed down when Gina explained it was only 5 minutes away.","3","roc","roc"
"A man carving an eagle out of a tree stump with a chainsaw.","A man does his first chainsaw art.","3","snli","snli"
"Noah was a quiet boy who watched the world go by","He never said much to anyone.","4","roc","roc"
"Rednecks throwing knives.","Men are throwing blades at a target.","5","snli","snli"
"An older man is riding his bike in front of a large cruise ship that is sitting in port.","The man is riding on the boardwalk","4","snli","snli"
"A brown dog is lying on a grassy field as the wind blows through his fur.","The dog is enjoying a day in the park.","4","snli","snli"
"Gina was in Illinois for a family emergency","She called her friend Lisa back home.","3","roc","roc"
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.","Men without red traditional garb is not allowed inside the temple.","3","snli","snli"
"Shannon was trying to light a candle","She was holding it upside down and trying to light it.","4","roc","roc"
"Halley knew that her parents had a big surprise in store for her","On her birthday, her parents handed her a photo album as her gift.","3","roc","roc"
"With wide eyes she told me that the biopsy came back positive","The eyes are a sense organ .","5","roc","joci"
"Two children eating food .","The food is a substance .","5","snli","joci"
"A bearded man taking a stocking down from his mantle .","The mantle is a shelf .","5","snli","joci"
"The glass toppled off the table.","It shattered all over the floor.","5","copa","copa"
"The child complained that he had to go to the bathroom.","His father stopped the car at a gas station.","3","copa","copa"
"A man is smoking a cigarette and holding a honeycomb.","The man is smoking.","5","snli","snli"
"Anne decided to raise funds for her school with a bake sale","Lisa promised to buy plenty of cookies from Anne.","4","roc","roc"
"A scientist performs a lab test using fresh raw eggs.","A scientist performs a lab test using fresh raw eggs","5","snli","snli"
"A man holding a briefcase on a subway .","The briefcase is a case .","5","snli","joci"
"Soldiers march in their olive drab uniforms carrying weapons from the WWII era.","The soldiers are carrying flags.","2","snli","snli"
"An early morning rush hour in the middle of the city.","there are people skating in the city .","2","snli","seq2seq"
"The speaker made politically incorrect comments.","He offended the audience.","4","copa","copa"
"A man with a red bandanna is among many others .","The bandanna is a handkerchief .","5","snli","joci"
"A team of players gather around a coach who welcomes them with appraisal.","The coach is greeting the players.","5","snli","snli"
"Nala 's dog had fleas","The fleas are treated by a tablet .","5","roc","joci"
"A man in silly safety glasses using a chainsaw to cut down a tree .","The chainsaw is a power saw .","5","snli","joci"
"A group of girls are changing in the dressing rom.","Some girls are trying on new clothes.","3","snli","snli"
"Keely and her friends decided to go orange picking","The picking is a manual labor .","5","roc","joci"
"I had to wait in line.","I skimmed a magazine.","3","copa","copa"
"A man is doing something to a teapot.","The man is reading a book.","1","snli","snli"
"The family decided to go on a picnic","When they got to the park, mom went to get the lunch.","3","roc","roc"
"a old lady sitting on the footpath.","An older woman is having a heat attack and sitting on a foot path.","2","snli","snli"
"A woman puts some dishes away in the cupboard.","The dishes are moving","1","snli","snli"
"A man checking the temperature of a lady with an ear thermometer.","The child is sick.","3","snli","snli"
"The government oppressed its citizens.","The citizens registered to vote.","2","copa","copa"
"A man with a cap and brown shirt is standing on a grassy incline by a pile of hay or grass on some kind of wooden sled attached to a horse with chains .","The incline is a geological formation .","5","snli","joci"
"People sitting down in a busy metropolis.","People walking through a busy city.","3","snli","snli"
