"CONTEXT","INFERENCE","LABEL","CONTEXT_FROM","INFERENCE_FROM"
"An Indian women sitting down with her hand outstretched, in a blue dress and expensive jewelry.","A boy in his school clothes.","2","snli","snli"
"A young woman is sitting while taking public transport .","The transport is a commercial enterprise .","4","snli","joci"
"Tom had a pet toad","He brought his toad over to Jimmy's house.","3","roc","roc"
"I held the door for the woman entering behind me.","The door slammed shut.","2","copa","copa"
"A little girls sits on a blanket and chews a toy .","The blanket is a covering .","5","snli","joci"
"A man dressed in protective gear walking along a stream with another man close behind him .","The close is a finish .","4","snli","joci"
"A group of girls are changing in the dressing rom.","Some girls are reading in a library.","2","snli","snli"
"A white kitchen corner displaying a microwave , garbage bin , dishes , stove , and other items .","The microwave is a kitchen appliance .","5","snli","joci"
"The car stopped at the crosswalk.","The pedestrian crossed the road.","4","copa","copa"
"I decided to go shopping for a new purse","I bought a crocodile skin purse.","3","roc","roc"
"The government oppressed its citizens.","The citizens staged a revolt.","3","copa","copa"
"A caucasian man wearing a short-sleeved black shirt and a dark-skinned woman wearing a sleeveless dress are working at a conveyor.","someone is making a piece of his equipment .","1","snli","seq2seq"
"A man wearing gloves and a gray t-shirt traversing scaffolding .","The gloves are baseball equipment .","3","snli","joci"
"A man with a ponytail wearing a blue collared shirt is playing an instrument's mouthpiece.","The bald man is playing an instrument.","2","snli","snli"
"Woman tennis player strains to return ball .","The strains are an attempt .","4","snli","joci"
"A large explosion occured near a red car at a gas station.","A car crashed into a oil tanker filling up at the nearby gas station.","3","snli","snli"
"A large group of people that look korean riding on a train in the middle of the wilderness during the fall .","The korean is an asian .","5","snli","joci"
"Mike was 24 Year 's old and suffering from depression and debt","After therapy, Mike began to write a small novel based on his life.","3","roc","roc"
"a wet golden retriever is walking through a lake","The retriever is a sporting dog .","4","snli","joci"
"A black man in a white shirt looks tired while a black women stirs a pot.","A black man in a white shirt is tired of his nagging wife.","2","snli","snli"
"A group of people stares at a wall that is filled with drawings in a building .","The drawings are an artwork .","5","snli","joci"
"Eric spent his mornings watching scuba diving videos","He decided he wanted to learn how to scuba dive.","5","roc","roc"
"A man wearing a breathing filter is painting some marks with red paint on a large, blue painting.","He is taking a snooze.","1","snli","snli"
"I invited Jenny to a trip to the zoo on a Saturday afternoon","The zoo remains closed .","3","roc","joci"
"two children in a field of red poppies","The poppies are a flower .","5","snli","joci"
"A group of people of mixed ages sit on a bus that features red headrests.","A huge family is riding a bus to a reunion.","3","snli","snli"
"A man wearing khaki pants and no shirt is shaving his face near a boxcar.","A man is taking a shower.","1","snli","snli"
"There was a kid named Mary that had a black cat","Normally the black cat would sit in the window or look at Mary.","5","roc","roc"
"A toddler is being fed a burrito.","A toddler is eating Chinese food.","1","snli","snli"
"Brown-haired woman turning head fast making hair whip around .","The whip is an instrument .","4","snli","joci"
"A man with a ponytail wearing a blue collared shirt is playing an instrument's mouthpiece.","An instrument is being played by a man.","5","snli","snli"
"Dakota hated mint flavor so - he really hated the taste of toothpaste","The flavor is sweet .","3","roc","joci"
"Mom woke Ryan up and told him there was no school today","It had snowed and there was a beautiful blanket of snow on the ground.","4","roc","roc"
"Jenny finally got the saddle on her horse","The horse is a military personnel .","3","roc","joci"
"I 'm tall and most times ca n't find clothes that fit","I studied fabrics and sewing machines.","3","roc","roc"
"A man in a black coat walks past a red spaceship with a parking ticket stuck to its window.","The man is walking.","5","snli","snli"
"Kelly bought a new sweater at the mall","The sweater is discreet to slip on over a jacket .","3","roc","joci"
"Rex had always wanted to play hockey","He practiced skating every day until he was an expert.","3","roc","roc"
"A young boy is using a hammer to spell out something on a thin sheet of metal with engraved bolts .","The bolts are a lightning .","1","snli","joci"
"Tim heard a knock at his door","It was his new neighbor Amy asking for help.","3","roc","roc"
"Person carrying a bunch stuff in a shoulder sac walking along a sidewalk.","Someon rushing to work.","3","snli","snli"
"A man grills hotdogs and bratwurst on a grill on a street corner.","A man works at his food stand, selling hot dogs and brats","5","snli","snli"
"A young boy raises his head out of the pool water and takes a huge gulp of air during swimming lessons.","A boy gasps for air as he learns to swim.","4","snli","snli"
"A fisherman cutting bait aboard his boat, which is moored at the dock, while pelicans swim nearby.","Birds are in the water as a fisherman cuts bait preparing to fish.","5","snli","snli"
"A bald man driving a blue lifting machine through a crowd .","A person turns off the machine .","3","snli","joci"
"Man in blue jack, sleeping or passed out on a red public bench.","Man in blue jack, sleeping or passed out on a brown public bench.","2","snli","snli"
"Dan led a group of students in protest of the school dress code","The protest is illegal .","3","roc","joci"
"A man in a black shirt is playing percussion on a set of empty five gallon buckets.","A man is in an orange shirt","2","snli","snli"
"The witness lied under oath.","He was charged with perjury.","4","copa","copa"
"Jimmy hoped the weatherman was wrong and that it would snow","His mother and the weatherman said it was going to rain.","3","roc","roc"
"A basketball player approaches the net in the air in an attempt to perform a slam dunk over the reach of his opponent .","The dunk is a basketball shot .","5","snli","joci"
"Three people , two males and a female , work in shallow dug out pits during an archaeological excavation .","The excavation is a creating by removal .","4","snli","joci"
"A male baker dressed from head to toe in white cotton clothing rolls out a giant sheet of dough .","The baker is a skilled worker .","4","snli","joci"
